date,title,source,length,body,subject
2022-12-28,Futile slandering of nation's fight with virus: China Daily editorial,China Daily,539,"China Daily | Updated: 2020-12-16 07:47

A woman holds a small bottle labeled with a ""Vaccine COVID-19"" sticker and a medical syringe in this illustration taken on April 10, 2020. [Photo/Agencies]
Some countries seem to regard the COVID-19 vaccines as a panacea, that they will be a once-and-for-all solution that liberates their economies and societies from the quagmire of the pandemic. But the tightening epidemic control measures in six regions in China, where sporadic local infections have been found this month, and the normalized pandemic control endeavors in the rest of the country indicate China is not putting all its eggs in the vaccine basket.
With 600 million doses of COVID-19 vaccines set to be produced by the end of this year, and even more in the next few months, the most in the world, China has the capacity to organize a nationwide inoculation program. However, for China, the vaccines are extra insurance, not a magic bullet. Instead of pinning all its hopes on the vaccines, the country has been trying to instill a sense of urgency throughout its pandemic-control system, knowing that before the virus disappears from its last foothold in the world, the nation must continue to carry out the pandemic control measures that have proved effective in containing the novel coronavirus in the country.
That explains why China has kept its quarantine hospitals, stock of essential medical supplies and medical staff in a battle-ready state, and all grassroots pandemic-control task forces remain on high alert.
It is these precautions, along with early detection, early tracing, early quarantining and early treatment that will extinguish any flare-ups in infections as has been shown over the past few months since the virus was generally brought under control in the country in March.
In other words, if countries relax their vigilance thinking the worst is over because the long-awaited vaccines are now arriving, they are likely to be in for a rude awakening.
Since China initiated the emergency use of its COVID-19 vaccines on July 22, tens of thousands of people working in the customs, medical facilities, airports, and other key posts that might put them at higher risk of being infected with the virus, have been inoculated. And the future vaccination process will also be carried out in a step-by-step manner, as the most vulnerable groups will be inoculated first.
That means China－which has pledged to make its COVID-19 vaccines international public goods－can set aside a large proportion of its vaccine production to help those countries in need that might find it difficult to purchase vaccines from developed countries. Many countries from Asia, Africa, Europe and South America are already on the waiting list for Chinese vaccines.
This world-first approach has driven home the fact that China, unlike some countries, recognizes that providing vaccines to the world is a responsibility to be shouldered rather than a privilege it can speculate on for its own ends. It will continue to do all it can to help the world weather the storm.
Large-scale inoculation against the virus represents a big step forward in the world's battle against the common enemy. But it is too early to say final victory has been won.",VACCINES (97%); COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); COMMUNICABLE DISEASE CONTROL (90%); EPIDEMICS (90%); HEALTH CARE RATIONING (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); VACCINATION & IMMUNIZATION (89%); DISEASES & DISORDERS (78%); VIRUSES (78%); CORONAVIRUSES (77%); BIOLOGICS MFG (73%)
2020-12-16,Long-awaited vaccines certainly welcome but they are not an instant fix: China Daily editorial,China Daily,479,"chinadaily.com.cn | Updated: 2022-03-23 20:09
In groundlessly accusing China of carrying out ""genocide and crimes against humanity"" in its Xinjiang Uygur autonomous region in a speech on Monday, and by announcing new visa restrictions on Chinese officials for repressing ethnic and religious minorities both within and outside China on the same day, US Secretary of State Antony Blinken once again laid bare the United States' hypocrisy on human rights.
If not for the earnestness with which US President Joe Biden claimed to want to bring Sino-US relations back to the right track in his video call with President Xi Jinping on Friday, Blinken's remarks could have been regarded as run-of-the-mill given the current frosty relations between Washington and Beijing and the disinformation campaign the US is waging against China.
Blinken's call for China to ""end its ongoing genocide and crimes against humanity"" in Xinjiang was nothing new in the systematic smear campaign Washington is carrying out against China with the help of various think tanks, human rights organizations and the Xinjiang secessionists it has on its payroll.
And this is just one part of it disinformation campaign that includes scapegoating China for the COVID-19 pandemic, smearing China for ""conniving with and supporting"" Russia's ""invasion"" of Ukraine, and demonizing China as a ""debt trap layer"" for African and Pacific island countries, an intimidator of its small neighbors and a spier via technology.
Instead, by shamelessly negating on the I-want-to-mend-the-fence statements Biden made, Blinken called into question the possibility of any improvement of ties under the current US administration.
Although the Chinese Foreign Ministry's response to Blinken's speech and the new sanctions announced may also seem routine given what has transpired in the past, Blinken's words have merely reinforced Beijing's conviction that the Biden administration's hypocrisy is incorrigible and it will forever say one thing while doing another.
When Blinken claimed, ""Perpetrators of human rights abuses must continue to face consequences"", he casually ignored the ongoing humanitarian crisis in Ukraine which the US has engineered, neglected to mention the nearly 1 million COVID-19 deaths on US soil because of the political power games in Washington, and disregarded the humanitarian crises the US has caused in Afghanistan, Iraq, Syria and other countries with its interventions.
In their substantive talk on Friday, the two leaders discussed the importance of managing competition between the two countries and maintaining open lines of communication. But such communication should not be just empty words or chicken-and-duck exchanges.
If the Biden administration really wants to mend the US' relations with China, it should first mend its ways and demonstrate that when it talks, it is doing so with sincerity.",
2022-03-23,Washington again lays bare its hypocrisy in saying it seeks to mend relations with Beijing: China Daily editorial,China Daily,800,"By Alfred Romann | China Daily Global | Updated: 2021-05-25 09:07

Handout image taken January 20, 2021 shows the manufacturing process of the Pfizer-BioNTech COVID-19 vaccine with the execution of the first step with the active pharmaceutical ingredient mRNA at the recently approved production facility capable to produce 750 million doses per year in Marburg, some 90km north of Frankfurt, Germany. [Photo/Agencies]
Disparate access to vaccines is leading to the creation of two classes of countries, the haves and havenots. Countries with wealth or the capacity to make vaccines against the novel coronavirus are in a place that's very different from those without.
Unfortunately for the world, life will not really return to a pre-pandemic normal until the virus is controlled pretty much everywhere. And that will require protection on a global scale. The fastest and least painful way to achieve this level of protection is vaccines.
Global immunization campaigns to protect against diseases on a global scale have taken decades. Over time, they are quite doable. The challenge now is that time is an issue. The cost of keeping borders shut, restaurants closed, tourism industries crippled and hospitals full for another month or year is prohibitive and translates directly into higher poverty rates and human suffering.
But knowing what has to be done is one thing. Knowing how to do it is another.
The sheer speed at which companies developed vaccines to protect against COVID-19 has been nothing short of miraculous. The challenge is to make and distribute billions of doses－tens of billions－to reach everyone.
What is required is for vaccines to be made in more places. Higher-income countries or countries with vaccine manufacturing capacity－like China, India and Brazil－are making them fast, but not fast enough.
Nations like the United States, Canada and the United Kingdom have given first shots or fully vaccinated around half (or more) of their populations. China, administering millions of doses to its citizens, has sent millions more to other countries.
But other places, from Argentina to Kenya, from Thailand to South Africa, are moving nowhere near as fast. So the calls for vaccines to be made more widely available are getting some attention.
The announcement in early May that the US government was considering waiving patents for COVID-19 vaccines generated vigorous, if somewhat meaningless, debate.
Companies have invested billions in developing vaccines and patenting the technologies used to develop them. Patents allow companies to protect their investments.
However, to be clear, waiving patents for badly needed COVID-19 vaccines or drugs is not likely to bring down pharmaceutical companies; nor will it destroy innovation. In the mid-1990s, patent waivers were issued for HIV/AIDS drug cocktails, and the ultimate impact was a good one for everyone. HIV/AIDS was brought broadly under control. But it took time, and time now is short.
Part of the truth is, even if the US or other rich nations were to forcibly waive patents for COVID-19 vaccines, poorer nations with no vaccine manufacturing capacity would see virtually little immediate benefit.
Making vaccines is not easy. They have to be made in controlled facilities that require a lot of technology that is not available everywhere. Even with a patent waiver, many countries will not be able to produce vaccines.
Even with a patent waiver, it could take years for some countries to put in place the capacity to manufacture vaccines.
What poorer nations need is not patent waivers but the ability to manufacture vaccines at scale. They need the technology to manufacture vaccines, and not just traditional inactivated virus vaccines but also the relatively new (and harder to make) mRNA vaccines.
The good news is that these transfers are already happening in pockets.
Chinese companies Sinovac Biotech and CanSino Biologics are considering technology transfers. Yin Weidong, Sinovac's CEO, has said the company will try to sort out technology transfers to 10 different countries. CanSino CEO Yu Xuefeng said the company is considering technology transfers to places like Mexico and Pakistan.
Elsewhere, AstraZeneca is working with the Serum Institute of India to make its vaccine en masse, and is working on technology transfer agreements with the Oswaldo Cruz Foundation in Brazil.
A lot more such transfers are needed, and fast.
To speed up the production of vaccines, companies should be given incentives to transfer their technology. If the threat of waiving patents can speed up such transfers, then great, but just waiving patents is not necessarily a useful goal in itself.
The author is managing director of Bahati, an editorial services agency based in Hong Kong. The views do not necessarily reflect those of China Daily.","VACCINES (96%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); BIOLOGICS MFG (89%); PATENTS (89%); AIDS & HIV (78%); AIDS & HIV TREATMENT (78%); MANUFACTURING FACILITIES (78%); DISEASES & DISORDERS (77%); DRUG DESIGN & DISCOVERY (77%); EPIDEMICS (77%); VACCINATION & IMMUNIZATION (77%); VIRUSES (77%); PUBLIC HEALTH (75%); UPPER INCOME PERSONS (75%); CORONAVIRUSES (74%); APPROVALS (72%); POOR POPULATION (70%); NEGATIVE NEWS (69%); POVERTY RATES (51%)

Company:  PFIZER INC (91%)

Ticker: PFZ (LSE) (91%); PFE (NYSE) (91%)"
2021-05-25,Patent waivers alone won't improve access to vaccines,China Daily,557,"By Zhou Lanxu | chinadaily.com.cn | Updated: 2020-10-30 16:38

The book MNCs' Actions in Fighting COVID-19 Together with China is launched in Beijing on Oct 29, 2020. [Photo provided to chinadaily.com.cn]
Foreign companies will see new growth opportunities in China as the country deepens global ties under the dual-circulation development pattern, leaders from multinationals said on Thursday.
""The dual-circulation pattern offers new opportunities for the cooperation between foreign and Chinese companies, especially in overseas markets,"" said Jerry Guo, vice-president of Qualcomm China for government affairs.
For example, Chinese smart phone producers who have taken the lead in the domestic market are increasingly placing their strategic focus on exploring overseas markets, he said.
Qualcomm, the US-based wireless technology company, will step up efforts to facilitate this process, by virtue of its advanced technology and global partnership network, Guo said.
Guo said at the release of the book MNCs' Actions in Fighting COVID-19 Together with China in Beijing on Thursday, amid the country's efforts to build a ""dual-circulation"" new development pattern.
China will nurture a strong domestic market and establish a new development pattern, according to the statement released on Thursday after the Fifth Plenary Session of the 19th Central Committee of the Communist Party of China.
The country will smooth domestic circulation and let domestic and international circulations reinforce each other, spurring consumption in an all-round way and expanding investment, said the statement.
Despite an emphasis on the domestic market, the pattern entails strengthening cooperation with multinationals to make the economy deeply blended with international economic exchanges and achieve mutual benefits, experts said.
Wu Jing, vice-president of UPS China's public affairs, said China's commitment to building a modern logistics system, as a key support for the dual-circulation pattern, has brought new development opportunities for delivery multinationals like UPS.
The US package delivery company will enhance cooperation with Chinese partners to not only help upgrade the country's logistics system, but promote the development of cross-border e-commerce and the global recovery from the COVID-19 pandemic, Wu said at the book release.
The book, both in Chinese and English, compiles dozens of multinationals' actions of fulfilling social responsibility and making contributions to China's fight against the COVID-19 outbreak, as well as their proposals and thoughts on dealing with the profound changes brought by the pandemic.
The China International Council for the Promotion of Multinational Corporations handled the editorial side of the book, while the Social Sciences Academic Press (China) was the publisher.
Despite negative impacts of the COVID-19 pandemic, Guo said he remains confident in the Chinese market, with the emerging 5G applications that have sped up development amid the pandemic to help counter the economic losses to a large extent.
Five areas of 5G applications may see the biggest growth potential in China, namely industrial internet, healthcare, new forms of commerce, pan-entertainment, and distance education and teleworking, Guo said.
https://syndigateimages.s3.amazonaws.com/syndigate/imgs/498/1493/45/160404932086.jpeg","MULTINATIONAL CORPORATIONS (91%); COVID CORONAVIRUS (89%); COVID-19 CORONAVIRUS (89%); ECONOMIC NEWS (89%); INFECTIOUS DISEASE (89%); PANDEMICS (89%); COMMUNISM (79%); ENTERPRISE GLOBALIZATION (78%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (78%); BUSINESS ETHICS & CORPORATE CITIZENSHIP (77%); COMPANY STRATEGY (77%); SOCIETY, SOCIAL ASSISTANCE & LIFESTYLE (73%); POLITICAL PARTIES (70%); ECONOMY & ECONOMIC INDICATORS (63%); HUMANITIES & SOCIAL SCIENCE (60%); ELECTRONIC COMMERCE (50%)

Company:  QUALCOMM INC (57%)

Ticker: QCOM (NASDAQ) (57%)"
2020-10-30,Multinationals to thrive under new development pattern,China Daily,502,"chinadaily.com.cn | Updated: 2022-12-31 22:19
The past year was one of challenges and achievements for China.
In 2022, it witnessed an arduous battle with the novel coronavirus and the attendant efforts to maintain the world's second-largest economy on the right track.
Since COVID-19 struck, China has put the people first and put life first all along. Following a science-based and targeted approach, it has adapted its COVID response in light of the evolving situation.
The Chinese economy has remained the second largest in the world and enjoyed sound development. China's GDP for the whole year is expected to exceed 120 trillion yuan ($17.4 trillion).
The year ahead, as President Xi Jinping said in his New Year address, will see the country demonstrate its strong resilience, tremendous potential and great vitality and consolidate its good long-term fundamentals.
The effects of the challenges of 2022 will continue to be felt in 2023, calling for good governance and risk management not only on the part of China, but all countries.
That's why President Xi calls on the whole nation to ""charge at the toughest and aim at the farthest"". It means, as he said, to take on the biggest challenges and go after the most ambitious goals.
Long as the journey is, China will reach its destination if it stays the course; difficult as the task is, it will get the job done if it keeps working at it. As long as the nation has the resolve to move mountains and the perseverance to plod on, as long as we keep its feet on the ground and forge ahead with its journey by making steady progress, it will turn its grand goals into reality.
The challenges has only served to make the people realize what is the most important and what should be stuck to, and it has strengthened the country's resolve to always stand on the right side of history, as the 20th National Congress of the Communist Party of China, held in October, made clear.
An ambitious blueprint has been drawn for building a modern socialist country in all respects and advancing the great rejuvenation of the Chinese nation on all fronts through a Chinese path to modernization, sounding a clarion call of the times for us forging ahead on a new journey.
As the past year has highlighted, numerous touching stories of people sticking together in face of adversity or even sacrificing their lives to help others in distress, there are always some backstage heroes, such as medical workers and couriers, who through their own actions instill in people hope of better times ahead even in desperate situations.
Likewise, there are always countries, such as China, that are stalwart upholders of peace and stability, and who stand up for the interests of those being bullied and exploited.
As President Xi said, the pandemic will ease, the global upheaval will calm down. But the unyielding struggle of the Chinese people and the Chinese nation will continue, and the country will continue to undauntedly face the biggest challenges head on and pursue its ambitious goals.",INFECTIOUS DISEASE (89%); COMMUNISM (79%); CORONAVIRUSES (77%); COVID CORONAVIRUS (77%); ECONOMY & ECONOMIC INDICATORS (77%); SOCIALISM (77%); COVID-19 CORONAVIRUS (72%); VIRUSES (72%); POLITICAL PARTIES (60%); RISK MANAGEMENT (52%)
2022-12-31,Nation's character guarantees it can overcome adversity: China Daily editorial,China Daily,776,"By Xing Yi/Wang Ying | China Daily | Updated: 2020-08-21 08:08

Zhang Wenhong, a highly acclaimed doctor in Shanghai, shares his knowledge and insights about infectious diseases in his new book, Zhang Wenhong on Contagions. [Photo by Xing Yi/China Daily]
Books and activities related to the epidemic were a major highlight at this year's Shanghai Book Fair, which concluded on Tuesday.
Among those that displayed such books was China International Publishing Group, which had a collection of books on international cooperation against COVID-19.
China, We Got Your Back and  China, We Stand with You are among the series of books on international cooperation against COVID-19. [Photo provided to China Daily]
One title that caught the attention of readers was China, We Got Your Back, which tells the story of a group of foreigners who overcame difficulties in purchasing medical supplies and sending them to Huanggang, Hubei province, in the early days of the novel coronavirus outbreak.
The book was written by Raz Galor, an Israeli who graduated from Peking University in 2018 and who helped coordinate relief efforts with other foreigners who'd previously studied in China.
The Chinese version of the book was published by New Star Press, a subsidiary of China International Publishing Group, while the Hebrew version was published by Sella Meir Publishing House.
China, We Stand with You is another book in the same series by New Star Press. This book features the stories of 35 foreign experts who stayed or returned to China to help during the initial stages of the epidemic. An English version of the book was published by Alpha Science International.
Meanwhile, the Japanese version of Manual on Prevention and Control of COVID-19, which was edited by Chinese infectious disease doctor Zhang Wenhong, was also published at the fair alongside 20 other books related to the fight against the epidemic.
""We hope to bring the knowledge and experience about the Chinese fight against the epidemic to our readers through this book fair,"" says Huang Wei, director of the editorial office of the China Foreign Languages Publishing Administration.
Another book, The Path of Our Couriers, shone the spotlight on couriers who continued to work during the novel coronavirus outbreak. Launched by YTO Express and Shanghai People's Publishing House, the book features more than 80 stories and over 120 pictures that vividly depict the lives of these professionals who contributed to the fight against the viral outbreak.
""Express courier services have become an integral part of our daily lives, and they have been particularly valuable during COVID-19. Shanghai People's Publishing House decided to collaborate with YTO Express to publish this book as our way of showing respect to every person involved in this profession,"" says He Yuanlong, deputy Party secretary of the publishing house.
""This book is a tribute to the efforts of these couriers. Because of their courage and contribution, the country's economic and social activities have been well-maintained,"" says Yu Hongwei, deputy head of the Shanghai Municipal Postal Administration.
China's express delivery business grew significantly this year. More than 40 billion packages were delivered between January and July, surpassing the total volume of 2017, according to data published by the State Post Bureau of China.
""There were so many touching stories amid the battle against COVID-19. We think it is meaningful to record and publish them,"" says Ye Feng, vice-president of YTO Express.
The book fair organizer had also invited experts to share their knowledge and insights into the fight against COVID-19. Those in attendance included the highly acclaimed doctor Zhang Wenhong, the head of the Center for Infectious Disease at Huashan Hospital of Fudan University.
During a seminar held during the book fair, Zhang hails the importance of technology in the nation's fight against COVID-19, pointing out that Chinese medical experts took just 10 days to complete the separation and genome sequencing of the virus. He adds that medical teams in China did not have the capability to do so during the SARS outbreak in 2003.
""This achievement is a reflection of the development of China's science and technology sectors in the past 17 years,"" he says.
""Life in the second half of the year will not be more difficult than the present. We could possibly be as happy as we are now, insofar that medical workers and citizens maintain high levels of vigilance.""
https://syndigateimages.s3.amazonaws.com/syndigate/imgs/498/1493/3/159797533480.jpeg
https://syndigateimages.s3.amazonaws.com/syndigate/imgs/498/1493/90/159797533501.jpeg",BOOK REVIEWS (90%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); DISEASES & DISORDERS (90%); EPIDEMICS (90%); INFECTIOUS DISEASE (90%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (90%); LITERATURE (90%); PUBLIC HEALTH (90%); CORONAVIRUSES (89%); NOVELS & SHORT STORIES (89%); VIRUSES (89%); PROFESSIONAL WORKERS (78%); WRITERS (78%); INTERNATIONAL RELATIONS (76%); LANGUAGE & LANGUAGES (66%)
2020-08-21,Epidemic-related reads steal literary spotlight,China Daily,432,"chinadaily.com.cn | Updated: 2022-11-03 22:35
As the first African leader to visit China in the past three years due to the COVID-19 pandemic, Tanzanian President Samia Suluhu Hassan's official visit to Beijing from Wednesday to Friday is of great significance.
Her visit is being closely watched not only by African countries, which will be looking for signals on China's Africa policy following the election of the country's top leadership body, but also by those countries in the West hoping to find something with which to derail Sino-African ties.
Yet these countries' smearing of China's laudable economic and trade cooperation with African countries only prompts the two sides to cherish their collaboration and mutual trust.
That the two leaders agreed to elevate relations to the level of a comprehensive strategic partnership and further deepen the practical cooperation between the two countries in the digital, green and blue economies speaks volumes of the substantiality of the interaction between the two sides.
It also exposes the ill intentions of those Western critics, since the cooperation being proposed will undoubtedly bring tangible benefits to the Tanzanian people.
Speaking with President Xi Jinping on Thursday, Hassan said that China is a real friend of Tanzania, and Tanzania in turn wants to be a reliable partner of China forever. That remark as well as the tangible outcomes of the practical cooperation between China and African countries are the best rebuttal to the malicious calumny of those Western critics.
China has constructed numerous hospitals, schools, stadiums, roads, railways, bridges and prosperous industrial parks, and created countless job opportunities, all of which have improved the well-being of local people.
China and Africa have forged an unbreakable bond of brotherhood in the struggle against imperialism and colonialism. That historical legacy has laid a solid foundation on which to translate the Global Development Initiative China has proposed into concrete actions to tap the complementarity between the Chinese and African economies based on the principles that China always adheres to in its cooperation with other countries - mutual respect, candid exchanges, mutual assistance and win-win outcomes - principles that mean that its cooperation comes with no political strings attached.
As President Xi said, China's modernization is not Westernization. Its achievements in improving people's livelihoods and revitalizing the rural areas provide a reference for African countries in their efforts to explore their own development paths.",INTERNATIONAL RELATIONS & NATIONAL SECURITY (90%); POLITICAL & SOCIAL IDEOLOGIES (89%); TYPES OF GOVERNMENT (78%); COVID CORONAVIRUS (77%); COVID-19 CORONAVIRUS (77%); ECONOMIC DEVELOPMENT (77%); INFECTIOUS DISEASE (77%); PANDEMICS (77%); INTERNATIONAL RELATIONS (76%); ECONOMY & ECONOMIC INDICATORS (74%); GREEN ECONOMY (74%); BLUE GROWTH (72%); ALLIANCES & PARTNERSHIPS (69%); JOB CREATION (69%); OCEAN ECONOMY (69%); STRATEGIC PARTNERSHIPS (69%); BLUE ECONOMY (67%); STADIUMS & ARENAS (50%)
2022-11-03,China's path to modernization reference for African countries: China Daily editorial,China Daily,495,"chinadaily.com.cn | Updated: 2021-08-01 19:29
The United States is undoubtedly suffering from a grave resurgence of the novel coronavirus. With more than 100,000 new infections appearing each day on the weekend, it has neared the level of ""the darkest days"" during the previous Donald Trump administration.
Despite being the country with the most abundant supply of COVID-19 vaccines in the world, the vaccination rate in the US has stagnated after reaching 40 percent a couple of months ago, staying at about 48 percent now, well below the level of 70 percent that the Joe Biden administration vowed to realize by the end of July. That explains why on Friday President Joe Biden called on state and local governments to give $100 to those opting to take jabs, to encourage more people to be vaccinated.
Partly thanks to the anti-science legacy of the Trump administration, the US has both the highest number of COVID-19 cases and the highest number of deaths caused by the virus. As of Sunday the total number of infections in the US had reached more than 35 million among which nearly 630,000 people have died.
Despite the appearance of new strains of the virus, particularly the more contagious Delta variant, which has forced many countries and regions to impose new lockdowns and prompted them to limit close contacts, the Biden administration's efforts to tame the virus have been hampered by the unwillingness of many people to get their COVID-19 shots and maintain social distancing, even to wear face masks.
In other words, US society has not yet come to terms with how big a threat the virus is. No wonder some state governments are openly playing down the situation in a bid to avoid hurting the local economy.
And the Biden administration cannot blame it all on its predecessor, as except for the fast implementation of its national vaccination program in the first few months after it took office, the ingrained anti-science mentality in US society has been reinforced by the administration's organized and systemic endeavors to try and politicize the pandemic, particularly its relentless efforts to scapegoat China for it.
Instead of focusing on controlling the virus at home and maintaining the momentum of the vaccination drive, the administration has spent the past few months trying to coerce the World Health Organization to deny the findings of its team of experts that conducted field research in Wuhan. It is now attempting to manipulate the WHO in a so-called phase two origin tracing investigation in China.
A misjudgment that both the Biden and Trump administrations seem to have made on the pandemic and China is that they believe that merging the two challenges into one can save the US half the input required to tackle them. But by doing that they have ignored the real problems the US faces.
The US and the world have been paying the price for misjudgments of the Biden and Trump administrations. The question is how long they will continue to do so.",VACCINES (91%); CORONAVIRUSES (90%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); US PRESIDENTIAL CANDIDATES 2016 (90%); US PRESIDENTIAL CANDIDATES 2020 (90%); VIRUSES (90%); EPIDEMICS (89%); GOVERNMENT & PUBLIC ADMINISTRATION (89%); PANDEMICS (89%); PUBLIC HEALTH (89%); REGIONAL & LOCAL GOVERNMENTS (89%); VACCINATION & IMMUNIZATION (89%); COMMUNICABLE DISEASE CONTROL (77%); PUBLIC HEALTH ADMINISTRATION (77%); SOCIAL DISTANCING (77%); DEATH RATES (76%); US PRESIDENTIAL CANDIDATES 2012 (76%); NEGATIVE PERSONAL NEWS (74%); DEATH & DYING (73%); ECONOMY & ECONOMIC INDICATORS (72%); HEALTH DEPARTMENTS (72%); INVESTIGATIONS (72%); UNITED NATIONS INSTITUTIONS (66%); ASSOCIATIONS & ORGANIZATIONS (50%)
2021-08-01,Whole world paying price for Washington's 'political virus': China Daily editorial,China Daily,435,"chinadaily.com.cn | Updated: 2022-11-15 20:42
What's wrong with the world? What should we do about it?
These, as President Xi Jinping said in his remarks at the first session of the 17th G20 Summit in Bali, Indonesia, on Tuesday, are the questions of our times.
He called on all countries to join hands to answer these questions so as to tide over the current difficulties and create a better future.
As he once again made clear, China's answers to these questions are: it is the divisions and confrontations within the international community that are the fundamental problem, and the remedy is for all countries to stand with one another in the face of risks and challenges, whatever their differences may be.
Certainly, as all must know, the challenges are taxing and many, from the stubborn COVID-19 pandemic and the fragile global economy to the tense geopolitical environment, climate change and the food and energy crises. And all of these issues are compounding one another due to the inadequate global governance that is a consequence of the lack of accord. Yet all these challenges brook no delay in meeting them with the conviction that they can be overcome with courage and solidarity.
Urging the other G20 leaders to recognize that divisions lead nowhere and solidarity is strength, Xi called on them to do their best for the cause of global development.
As its response to global crisis showed, the G20, which brings together the developed and major developing countries, can be an effective platform for action when its members take a concerted approach to address a crisis. As frontrunners in development, they have the capability to realize the summit's theme of ""Recover Together, Recover Stronger"" and ensure that in doing so no countries are left behind.
The Global Development Initiative and the Global Security Initiative that Xi has already put forward are aimed at facilitating an international consensus on promoting common development and realizing peace and stability which are necessary for preventing a divergent and unbalanced global recovery, and many countries have already welcomed these prescriptions for the world's woes.
In his speech, Xi not only pointed the way for countries to cope with the pandemic crisis and accelerate an economic restart, he also pointed the way to inject stronger momentum into international cooperation to realize a global community with a shared future.
Solidarity and the shouldering of responsibilities were what Xi asked of his fellow leaders. How they respond to that appeal will to a great extent determine how the world emerges from the present headwinds.",NEGATIVE NEWS (89%); GLOBALIZATION (78%); INTERNATIONAL RELATIONS (77%); INTERNATIONAL RELATIONS & NATIONAL SECURITY (77%); BUSINESS NEWS (75%); DEVELOPING COUNTRIES (74%); ECONOMIC CONDITIONS (73%); ECONOMIC CRISIS (72%); COVID CORONAVIRUS (68%); COVID-19 CORONAVIRUS (68%); ECONOMY & ECONOMIC INDICATORS (68%); INFECTIOUS DISEASE (68%); PANDEMICS (68%); FOOD CRISES & SHORTAGES (67%)
2022-11-15,"Solidarity, courage and conviction needed to pass the test of the times: China Daily editorial",China Daily,474,"chinadaily.com.cn | Updated: 2022-02-20 20:47
The closing ceremony of the Beijing 2022 Winter Olympics on Sunday marked the conclusion of what has been a ""safe, simple and splendid"" spectacle of sports.
As the first global sports event that has been held as scheduled since the outbreak of the COVID-19 pandemic, the Games have captured hearts around the world.
It was due to the full cooperation between China and the International Olympic Committee and the strong support of all stakeholders that the Games, with the broadest participation of athletes in the history of the Winter Olympics, could finally overcome all the challenges and display to the world the heartwarming togetherness that is now an integral part of the Olympic motto.
Thanks to the strict implementation of a closed-loop COVID-19 pandemic prevention and control mode, and the cooperation of all athletes as well as the dedicated efforts of the staff workers and volunteers, the Games saw no clusters of infections in the three venues and there has been no resurgence of the epidemic in the host city.
Over the 16 days of the Games, there have been hugs and tears, and numerous memorable moments, not least those in which the competitors have offered their rivals heartfelt encouragement and warm congratulations.
That the worldwide audience for the Games has been the largest in the history of the winter Olympics has only exposed how small-minded and mean-spirited the ""diplomatic boycott"" by some Western politicians was and how hollow the cries of alarm of the anti-China forces have sounded.
The togetherness displayed at the Games should be thought-provoking for peoples and countries in conflict. What if they could set aside their differences and appreciate one another as equal members of the one big human family?
The differences between civilizations, religions, cultures and societies should not be reasons for conflicts but sources for countries and peoples to learn from each other for the common good of humanity.
The legacy of the Games can go far beyond being part of Olympic history or encouraging a new generation to enjoy winter sports if decision-makers have taken the opportunity to see that competition and togetherness are not mutually exclusive.
The efficient organization of the Games and the state-of-the-art services and facilities have all cast the spotlight on a prosperous, dynamic and confident host country seeking to make its contributions to the building of a community with a shared future for mankind.
And a common takeaway for the athletes has been the friendliness and openness of the Chinese people. That is something that some in seats of power should come and experience for themselves.
Against the backdrop of the acute challenges the world faces today, the Games should encourage the international community to come together for a shared future.",
