date,title,source,length,body,subject
2022-04-12,"Confronting COVID-19 with humility, reflection and gratitude",China Daily,401,"By DU JUAN | China Daily | Updated: 2022-03-09 09:43
Beijing is facing a severe and complicated COVID-19 epidemic control and prevention situation, with seven new locally transmitted cases reported between Monday and 4 pm Tuesday, a senior official said, adding that the patients include a family cluster.
As COVID-19 outbreaks are still hitting many areas in China and overseas, Beijing is facing a severe prevention and control situation, with the major threat from outside the capital, Xu Hejian, a spokesman for the Beijing municipal government, said at a news conference on Tuesday afternoon.
""The authorities should tighten measures on people returning to Beijing from other areas in the country so that a 48-hour valid negative nucleic acid testing result and green health code are both required on arrival,"" he said. ""All companies in Beijing should strictly follow the prevention and control measures involving group events, meetings and training classes. Video conferences are recommended for such activities.""
Three of the seven new locally transmitted cases are in the capital's Haidian district and four in its Chaoyang district, said Pang Xinghuo, deputy director of the Beijing Center for Disease Control and Prevention.
The four cases in Chaoyang are from one family &ndash; an elder sister, a younger brother, their mother and great-grandmother.
Health authorities in Chaoyang triggered an emergency response mechanism, launched an epidemiological investigation and a nucleic acid testing campaign, and placed areas involved under strict control after the two children tested positive for COVID-19 in a preliminary screening.
The Chaoyang district government was notified by the disease control and prevention center in Beijing's Tongzhou district on Monday after the two children, who live in Chaoyang, tested positive for the novel coronavirus at Tongzhou Maternal and Child Health Care Hospital.
The three cases in Haidian include a married couple. The husband returned from Shanghai on China Eastern Airlines' flight MU5121 on Feb 27.
The other patient in Haidian developed a fever on Sunday and arrived at a local hospital on Monday, where a nucleic acid test confirmed they were infected.
The municipal health authority has released details of the movements of all the patients and has asked residents to report to their local communities if they have been to the same places at the same time.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); EPIDEMIOLOGY (91%); PUBLIC HEALTH (91%); COMMUNICABLE DISEASE CONTROL (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH ADMINISTRATION (90%); DISEASES & DISORDERS (89%); EPIDEMICS (89%); PREVENTION & WELLNESS (89%); REGIONAL & LOCAL GOVERNMENTS (89%); PRESS CONFERENCES (78%); CHILDREN'S HEALTH (77%); COMMUNITY HEALTH PROGRAMS (77%); CORONAVIRUSES (77%); DISEASE REPORTING (77%); INVESTIGATIONS (77%); MARRIAGE (76%); CITY GOVERNMENT (75%); NEGATIVE PERSONAL NEWS (75%); TALKS & MEETINGS (75%); HEALTH DEPARTMENTS (72%); VIRUSES (72%); CITIES (70%); GOVERNMENT & PUBLIC ADMINISTRATION (70%)

Company:  CHINA EASTERN AIRLINES CORP LTD (80%)

Ticker: K3CD (SGX) (80%); CEA (NYSE) (80%); 0670 (HKSE) (80%)"
2022-03-09,Beijing faces severe COVID-19 situation,China Daily,314,"By Du Juan | chinadaily.com.cn | Updated: 2021-11-16 20:55

Emergency service team members sterilize express packages in the Fulitaoyuan residential community in Xisanqi, Haidian district, in Beijing, which is under temporary lockdown due to confirmed COVID-19 cases, on Nov 15. [Photo by Zou Hong/chinadaily.com.cn]
The Beijing government has tightened COVID-19 control measures on the transportation sector to reduce potential risks.
Starting Wednesday, people who have been to inland border cities in the previous 14 days should not come or return to Beijing if it's not absolutely necessary, the municipal government announced at a news conference on Tuesday.
Those border cities or counties total 51 — 12 in the Xinjiang Uygur autonomous region, 10 in Heilongjiang province, 10 in Yunnan, nine in the Inner Mongolia autonomous region, six in the Guangxi Zhuang autonomous region, three in the Tibet autonomous region and one in Jilin.
Residents in Beijing should not go to those border cities or counties.
Beijing has also cut direct flights to the capital from cities where locally transmitted cases were reported. There is only one flight from those cities to Beijing at present and passenger load factors should not be higher than 75 percent, according to the civil aviation authority on Tuesday.
In addition, starting on Wednesday, for all people who come to Beijing via railway, expressway or flights, they should hold negative results of a nucleic acid test taken within 48 hours before their departure, as well as a green health code with Beijing Health Kit - a mobile app with information on an individual's health status.
At present, Beijing has two medium-level risk areas for COVID-19 and the rest are low-risk.
Beijing reported one locally transmitted case on Monday, who was a close contact of the previous confirmed cases, according to the National Health Commission on Tuesday.",COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (89%); COVID-19 CORONAVIRUS REGULATION & POLICY (78%); PRESS CONFERENCES (78%); GOVERNMENT & PUBLIC ADMINISTRATION (76%); REGIONAL & LOCAL GOVERNMENTS (76%); TRANSPORTATION SECTOR PERFORMANCE (76%); CITY GOVERNMENT (75%); AVIATION ADMINISTRATION (72%); AVIATION TRANSPORTATION LAW (72%); CITIES (70%); AIRLINES PASSENGER TRAFFIC (67%); HEALTH DEPARTMENTS (64%)
2021-11-16,Beijing heightens COVID-19 controls,China Daily,509,"By ZHANG ZHIHAO | CHINA DAILY | Updated: 2022-02-14 07:09
China's top drug regulator has given conditional approval for Pfizer's COVID-19 treatment Paxlovid, making it the first oral pill for the disease approved in the country.
The drug can be used to treat adults who have mild to moderate symptoms and a high risk of progressing to more severe disease, the National Medical Products Administration said on Saturday. These patients include the elderly and people with chronic kidney or lung issues, cardiovascular disease, diabetes and other high-risk factors.
Clinical trial data released by Pfizer found that Paxlovid could reduce the risk of COVID-19-related hospitalization or death by 87.8 percent when given within five days of the onset of symptoms. The drug was also found effective against the prevailing variants of concern, including the Delta and Omicron variants.
As of Saturday, Paxlovid is authorized for emergency use and has been granted conditional marketing approval in about 40 countries, including the United States, United Kingdom, Canada, Israel, Germany, Belgium, South Korea, Singapore and Japan.
China's announcement to greenlight the drug has spurred speculation whether it may adjust its epidemic control measures.
However, experts and regulators from countries that have adopted the drug routinely stressed that the medication is for treating patients who are already ill. It is not a substitute for vaccination, social distancing, maintaining personal hygiene and other preventive measures.
A pharmaceutical scientist in Beijing who requested anonymity said having an oral medicine like Paxlovid to treat COVID-19 is more convenient for patients and health workers than treatments that require intravenous injection in a hospital setting, such as monoclonal antibodies and the antiviral drug remdesivir.
But as dozens of wealthy countries are lining up for Paxlovid, the World Health Organization warned last month that there could be a high risk of it being in short supply in low- and middle-income countries. Because of this, the expert said it would be unwise and irrational for China to change its time-tested epidemic control policy based on a drug that could be hard to procure.
""Paxlovid is not a magic bullet to end the pandemic,"" the expert said. ""Nevertheless, China's approving the pill can send a strong signal to the domestic pharmaceutical industry to accelerate their research into drugs to treat COVID-19.""
Clinical data indicate Paxlovid is well-tolerated and there have been few reported cases of adverse reactions. Common side effects are generally mild, including diarrhea, vomiting, hypertension and muscle pain.
One possible setback is that the drug may interact with common medications used to treat irregular heartbeat, migraines, psychosis and high cholesterol, leading to reduced efficacy or more serious adverse events, according to the United States Food and Drug Administration.
As a result, the FDA said, physicians should carefully consider the potential for drug interactions when prescribing the drug.","COVID-19 CORONAVIRUS (92%); COVID CORONAVIRUS (91%); APPROVALS (90%); CLINICAL TRIALS (90%); DISEASES & DISORDERS (90%); DRUG & MEDICAL DEVICES APPROVAL (90%); DRUG SAFETY REGULATION (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); EPIDEMICS (89%); DRUG FAST TRACKING (78%); HEALTH CARE RATIONING (78%); PANDEMICS (78%); PHARMACEUTICAL CHEMISTRY (78%); SOCIAL DISTANCING (78%); VACCINES (78%); CARDIOVASCULAR DISEASE (77%); DISEASE REPORTING (77%); DRUG INTERACTIONS & SIDE EFFECTS (77%); HEALTH CARE PROFESSIONALS (77%); ADULTS (76%); US FEDERAL GOVERNMENT (76%); DIABETES (72%); HEADACHES (72%); HEALTH DEPARTMENTS (72%); PHYSICIANS & SURGEONS (72%); PUBLIC HEALTH ADMINISTRATION (72%); CHOLESTEROL (71%); HYPERTENSION (70%); ASSOCIATIONS & ORGANIZATIONS (50%); UNITED NATIONS INSTITUTIONS (50%)

Company:  PFIZER INC (92%);  NATIONAL MEDICAL PRODUCTS CO (57%)

Ticker: PFZ (LSE) (92%); PFE (NYSE) (92%)"
2022-02-14,China conditionally OKs COVID-19 drug,China Daily,443,"By YAN DONGJIE | CHINA DAILY | Updated: 2022-05-19 08:55
On May 9, the yoga gym where Zhong Shiyu works sent a notice to its members telling them that it was suspending offline classes because of a rise in the number of COVID-19 cases in Beijing.
The last time the gym suspended services was in early 2020, when the epidemic first broke out. Then, classes were suspended for four months.
""COVID-19 has been fatal to gyms. ""A friend who runs an online system that allows gym members to book classes said that about 70 percent of gyms have canceled the service, which means many of them have closed,"" she said.
Zhong is happy to see that a fitness wave is sweeping the country. She is especially cheered that yoga, which is reputed to build a good physique and improve health, has become more popular.
There have even been media reports about people practicing yoga at temporary hospitals built for COVID-19 isolation, observation and treatment.
""Public fitness is different from gym fitness, though, and most people are not prepared to pay for exercise,"" said the yoga teacher, who has a diploma in psychology approved by the Chinese Academy of Sciences and has practiced the discipline for 15 years.
She said it's great that people are increasingly realizing the importance of fitness and health, but she believes that professional instruction is essential.
""If you have the exercise habit and know-how, you can benefit a lot from following livestreamers to work out, but if someone lacks knowledge or has joint problems or water on the knee, they might get injured,"" she said.
While the Beijing OM Yoga Gym, where Zhong works as a spokeswoman, has survived the epidemic, it has been badly affected, with the average number of classes falling to about 500 per month from 800.
However, Zhong believes that such difficulties may improve the industry.
""Those who can survive must have core competitiveness, and they have to keep improving to adjust to market changes,"" she said, adding that the most important element is professionalism, while capital support and a determined team are also crucial for survival.
""We only hire yoga teachers who have college degrees, professional accreditation and more than five years' teaching experience. That's an 'exercise effect' guarantee for gym members that wins trust,"" Zhong said.
""Trust is the most valuable factor for a sustainable fitness business.""
She is enthusiastic about practicing yoga and sharing her experience, and she believes that in the face of the epidemic, fitness industry players will have to improve their services and professional standards to become more competitive, thus making the industry more prosperous.","COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (91%); EXERCISE & FITNESS (91%); YOGA (91%); INFECTIOUS DISEASE (90%); PHYSICAL FITNESS (90%); TEACHING & TEACHERS (90%); COACHES & TRAINERS (89%); ACCREDITATION (78%); EDUCATIONAL INSTITUTION EMPLOYEES (78%); MEDICINE & HEALTH (74%); CERTIFICATES, DEGREES & DIPLOMAS (71%); PSYCHOLOGY (66%); TEACHER RECRUITMENT & HIRING (66%); KNEE DISORDERS & INJURIES (63%)"
2022-05-19,Instructors retain professional stance despite COVID-19,China Daily,350,"By Ma Zhiping | chinadaily.com.cn | Updated: 2022-03-31 19:42
Qionghai on the eastern coast of Hainan island reported one new mild COVID-19 case on Thursday. The patient, who arrived by air from Shanghai on Monday, has been transferred to a designated local hospital for treatment, according to the Qionghai COVID-19 prevent and control headquarters.
The office said emergency measures have been arranged to conduct investigations and disposal, with close-contact people being put under isolation and control while relevant places were well disinfected.
Preliminary survey showed that the patient arrived at the Haikou Meilan International Airport from Shanghai by HO1271 on Monday morning and took a nucleic acid test upon landing. The patient then went to Qionghai by a private car and checked in at Dongyu Island Hotel, Boao town, where the 2022 Boao Forum for Asia annual conference will be held between April 20 to 22.
The patient went out for meal and other business several times in the past two days after arriving at Boao town, until being required for centralized isolation by the municipal epidemic prevention and control headquarters on Wednesday afternoon.
On Tuesday, another NAT positive case of an inbound traveler was reported by the Qionghai disease control center. The 8-years-old female entered Shenzhen from Hong Kong with her grandmother and brother on March 13. After 14 days of isolation in Shenzhen, they arrived at the Meilan airport by CZ6253 on March 28 and then were transferred to Qionghai Guantang Hot Spring Leisure Center for isolation and closed-loop management.
To strengthen COVID-19 prevent and control, the Hainan provincial authorities issued a notice on Tuesday, informing travelers entering Hainan from COVID-19 pandemic-affected areas, who experience symptoms such as throat discomfort or fever within 7 days of arrival, take the initiative to report to the local communities, working institutions, or hotels. The notice also inform relevant travelers take a NAT test and carry out health management immediately, to ensure protection for themselves and people around.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); COMMUNICABLE DISEASE CONTROL (90%); EPIDEMIOLOGY (90%); INFECTIOUS DISEASE (90%); DISEASES & DISORDERS (89%); INVESTIGATIONS (78%); ISLANDS & REEFS (78%); PANDEMICS (78%); REGIONAL & LOCAL GOVERNMENTS (72%); EPIDEMICS (71%); CONFERENCES & CONVENTIONS (68%); EXERCISE & FITNESS (68%); POLLS & SURVEYS (56%)

Company:  HNA INFRASTRUCTURE CO LTD (56%)

Ticker: 0357 (HKSE) (56%)"
2022-03-31,Boao in Hainan reports new COVID-19 case,China Daily,965,"By WANG XIAOYU | CHINA DAILY | Updated: 2022-04-20 07:42
China has entered a new stage in its fight against the COVID-19 epidemic that calls for earlier detection and faster action to cope with the rapidly spreading Omicron variant, said Ma Xiaowei, minister of the National Health Commission.
Faced with the highly transmissible Omicron strain, the country should roll out the strictest, most thorough and resolute measures to coordinate comprehensive steps and cut transmission in the shortest possible time, he wrote in a signed article published on Monday.
Relaxing COVID-19 disease control measures will threaten to stretch the country's unevenly distributed medical systems too thin and hurt its large number of elderly and vulnerable people, he said.
In the article, Ma made it clear that China has entered the fourth stage of its battle against the disease. The first three phases covered the epidemic centering in Hubei province; exploring and implementing regular disease control measures; and initiating the dynamic zero-COVID strategy.
While urging unswerving adherence to the dynamic zero-COVID strategy, Ma said upgraded measures are needed in the current stage, such as adding antigen tests to mass screening campaigns and expanding the capacity of quarantine facilities and makeshift hospitals.
The article was published in Study Times, a newspaper administered by the Party School of the Central Committee of the Communist Party of China. It comes at a time when China is battling a severe wave of COVID-19 outbreaks fueled by the highly infectious Omicron variant, and its economic powerhouse of Shanghai has confronted weeks of surging infections.
As the recent epidemic triggered debates over the rationality of persisting with the dynamic clearance approach, Ma said it is essential to take a clear-cut stand against erroneous thoughts such as ""coexisting with the virus"" or ""the novel coronavirus is becoming flu-like"".
""We must continue to improve our disease control measures and achieve the goal of cutting transmission in communities in the most determined, resolute and comprehensive manner,"" he said. The fundamental goal of adopting the dynamic zero-COVID policy has always been safeguarding the health of our people, he added.
Given that China has the world's largest population, but uneven development across vast amounts of land and a shortage of overall healthcare resources, easing disease control measures in the face of frequent COVID-19 cases would take a heavy toll on people's lives, as well as social and economic development, he said.
""If we abandon prevention efforts and relax treatment measures, China's medical systems will be overwhelmed and the health of its large number of people with underlying illnesses, the elderly, children and pregnant women will be at risk,"" he said.
""Such consequences will not be accepted by our people, nor will it be allowed to happen under the leadership of the Party and government,"" he said.
Shanghai reported seven COVID-19 deaths on Monday, following three deaths announced on Sunday. The 10 people who died were between the ages of 60 and 101, unvaccinated and suffered from serious underlying ailments such as heart disease, diabetes and cerebral hemorrhaging, according to the city's health authorities.
Advanced measures needed
According to data released on Tuesday, the Chinese mainland had 3,297 locally transmitted new COVID-19 cases and 18,187 local asymptomatic cases on Monday.
Wu Liangyou, deputy director of the commission's Bureau of Disease Prevention and Control, said on Tuesday the most recent wave of the epidemic has begun to stabilize, but the cross-regional spread of the virus remains serious, and achieving the goal of dynamically clearing cases remains an arduous task.
In the article, Ma, the minister of the National Health Commission, stressed the need to tailor disease control toolkits to cope with the current strain of Omicron, which is transmitted in a faster and more covert way than the Delta strain, its predecessor. Because a large proportion of those infected by the Omicron strain are asymptomatic, China's monitoring defense against COVID-19 should be strengthened, he said.
""In addition to fever sentinel clinics, mass screening of key groups and quick reporting, we should make full use of rapid and convenient antigen tests and integrate that method with nucleic acid testing,"" Ma said.
As Omicron can lead to a spike in new cases in a short time, Ma said the shortage of quarantine sites and temporary hospitals, the most acute problem at the moment, must be addressed.
Only when sufficient isolation facilities are available, and all patients with asymptomatic and mild cases are admitted to makeshift hospitals, can effective control of Omicron outbreaks be attained while guaranteeing a smooth and consistent provision of normal medical services, he said.
To relieve the burden on healthcare systems requires the timely triage of COVID-19 patients, Ma said. He specified that people who show pneumonia-like symptoms and suffer from chronic diseases, particularly when they are elderly or children, should be admitted to designated hospitals.
""Mild and symptom-free cases should be received by makeshift hospitals, and patients who have recovered should return home for self-isolation, so as to prevent them from taking up daily hospital resources,"" he said.
Meanwhile, Ma stressed, heightened attention should be given to meet people's normal medical and healthcare needs.
""General hospitals, children's hospitals and maternal and childcare health centers should provide regular services as usual (during a local outbreak),"" he said, adding that special channels in locked-down areas should be provided for people in need, including those with chronic diseases or in critical condition.","COVID CORONAVIRUS (94%); COVID-19 CORONAVIRUS (93%); COMMUNICABLE DISEASE CONTROL (90%); DISEASES & DISORDERS (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); EPIDEMICS (89%); EPIDEMIOLOGY (89%); COMMUNISM (79%); COVID-19 CORONAVIRUS REGULATION & POLICY (78%); ISOLATION & QUARANTINE (78%); SOCIETY, SOCIAL ASSISTANCE & LIFESTYLE (78%); VIRUSES (78%); CORONAVIRUSES (77%); ECONOMIC DEVELOPMENT (77%); HEALTH DEPARTMENTS (77%); NEGATIVE NEWS (76%); VULNERABLE ADULTS (75%); VULNERABLE HEALTH POPULATIONS (74%); WOMEN'S HEALTH (73%); BUSINESS NEWS (69%); POLITICAL PARTIES (66%); POLITICS (65%); PREGNANCY & CHILDBIRTH (60%); SHORTAGES (50%)"
2022-04-20,Tough steps needed to cut COVID-19 transmission,China Daily,230,"By Ma Zhenhuan | chinadaily.com.cn | Updated: 2022-08-03 17:05
Yiwu, a small production hub in Jinhua, Zhejiang province, reported four locally transmitted confirmed cases of COVID-19 and two asymptomatic infections as of 10 am on Wednesday, health authorities said.
As of 9 am on Wednesday, 772 close contacts and 368 secondary close contacts had been traced and put under quarantine to curb the spread of the coronavirus.
The city, home to 1.9 million people, has tightened its epidemic-control measures. On Wednesday, schools, kindergartens and off-campus training institutions suspended teaching activities. Gatherings, including meetings, forums, training sessions, performances, exams and exhibitions have all been suspended, along with dine-in services at restaurants in Yiwu.
A 48-hour negative nucleic acid test certificate is required for people using public transportation.
The supermarkets in the city have sufficient inventory to meet the demand, and the city provides smooth purchase channels, said Yang Zhonghong, director of Yiwu municipal bureau of commerce on Wednesday.
The existing stock of rice and noodles in the grain market is more than 16,000 metric tons, ensuring a stable supply of daily necessities for 19 days, he said.
In another development, Zhuji in Shaoxing, Zhejiang, reported one confirmed case on Wednesday. The person had previously traveled to Yiwu.",COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); DISEASE REPORTING (90%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (88%); EPIDEMICS (78%); ISOLATION & QUARANTINE (78%); PUBLIC HEALTH ADMINISTRATION (78%); HEALTH DEPARTMENTS (77%); PRIMARY SCHOOLS (75%); TALKS & MEETINGS (74%); CORONAVIRUSES (73%); VIRUSES (72%); CITY GOVERNMENT (71%)
2022-08-03,New COVID-19 cases reported in Zhejiang,China Daily,551,"By ANGUS McNEICE in London | China Daily Global | Updated: 2021-07-27 09:29
People, some wearing protective face masks, walk through Waterloo Station, amid the coronavirus disease (COVID-19) pandemic, in London, on July 4, 2021. [Photo/Agencies]
British study shows recovered patients displaying signs of reduced intelligence
COVID-19 disease can lead to a reduction in cognitive ability, according to a United Kingdom study that found many people recovering from the illness scored lower on intelligence tests than people who had not contracted the novel coronavirus.
The level of cognitive impairment is linked to the severity of the disease, with some patients who had been hospitalized and put on ventilators experiencing the equivalent of a seven-point drop in IQ, according to the study, which was published in The Lancet.
Adam Hampshire, a cognitive neuroscientist at Imperial College London and lead author of the paper, said it remains unclear how long the impact on cognition lasts following infection. But Hampshire said the results should be considered carefully by authorities, especially in places like the UK, where lockdown and social distancing rules have been lifted. ""I think it is fair to say that those of us who have been analyzing data, such as this, are somewhat nervous at the decision to let the pandemic run its course within the UK,"" Hampshire told neuroscience news website PsyPost.
Hampshire had been collecting data in collaboration with the BBC for a major UK survey called The Great British Intelligence Test when the pandemic hit last year, and researchers decided to incorporate analysis of COVID-19.
Of the 81,337 people who participated in the intelligence survey last year, 12,689 individuals reported that they had tested positive for COVID-19.
""People who had recovered from COVID-19... exhibited significant cognitive deficits,"" said the study's authors, who controlled for age, gender, education level, income, racial-ethnic group, pre-existing medical disorders, tiredness, depression, and anxiety.
The study found a notable dip in performance in tests of attention, working memory, problem solving, and emotional processing among people who had reported having COVID-19.
""These results accord with reports of long-COVID, where 'brain fog', trouble concentrating, and difficulty finding the correct words are common,"" the authors said.
Christina Pagel, director of the Clinical Operational Research Unit at University College London, said evidence for the long-term neurological impact of COVID-19 and other impacts of the disease is growing.
""But the government's position seems to be that infections don't matter as long as the NHS is not overwhelmed,"" Pagel, who was not involved in the research, said on Twitter. ""I worry that, once again, we are watching an unfolding disaster while waiting for unequivocal evidence. Unequivocal evidence on long-term impacts will, by definition, take months or years. Maybe it never will, but so far, the trajectory is toward more certain evidence, not less.""
The study had some limitations, most notably the fact that only 275 participants took the intelligence test both before and after having contracted the virus and Hampshire and his colleagues said more research is needed to establish the link between COVID-19 and impaired cognition.",COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); CORONAVIRUSES (90%); INFECTIOUS DISEASE (90%); INTELLIGENCE & COGNITION (90%); NEUROSCIENCE (90%); PANDEMICS (90%); PUBLIC HEALTH (90%); RESEARCH REPORTS (90%); VIRUSES (90%); DISEASES & DISORDERS (89%); WRITERS (89%); BEHAVIOR & COGNITION (78%); COVID-19 CORONAVIRUS REGULATION & POLICY (78%); EMOTIONS (78%); MEMORY (78%); PERSONAL PROTECTIVE EQUIPMENT (78%); SOCIAL DISTANCING (78%); POLLS & SURVEYS (74%); MEMORY DISORDERS (73%); DEPRESSION (72%); MENTAL ILLNESS (72%); COLLEGES & UNIVERSITIES (68%); DEMOGRAPHIC GROUPS (61%); ETHNIC GROUPS (61%)
2021-07-27,COVID-19 may harm cognition,China Daily,279,"By Yang Yang | chinadaily.com.cn | Updated: 2022-03-14 11:30
China is expected to lead COVID-19 antigen self-testing, with industry-leading inspection results as well as strong production and supply capacity as the market opens wider, China Securities Journal reported on Monday.
The market size of self-testing products for COVID-19 antigen on e-commerce platforms may exceed 10 billion yuan ($1.57 billion) in one month, according to the report.
The National Medical Products Administration announced that the first batch of five self-testing products for COVID-19 antigen officially went on sale on March 12.
These products can be found on Meituan Maiyao, a medicine service provider of e-commerce platform Meituan.
Many chain pharmacies and other pharmaceutical e-commerce platforms also announced they are in cooperation or under discussion with approved pharmaceutical manufacturers to launch the products.
The antigen detection was added as a supplement on the basis of nucleic acid detection, and a trial protocol for novel coronavirus antigen detection application was also formulated and issued, the National Health Commission announced on March 11.
The five approved brands are all domestic companies, and include Vazyme Biotech and Beijing Jinwofu Bioengineering Technology.
The domestic market for COVID-19 antigen detection is projected to range from 17.7 billion to 26.6 billion yuan a month, with increasing purchasing demand, according to a research report by Zhongtai Securities.
More than 200 companies are selling COVID-19 antigen kits worldwide, and Chinese brands with strong competitiveness is expected to take a leading role globally, according to the report.","COVID CORONAVIRUS (93%); COVID-19 CORONAVIRUS (93%); IMMUNODIAGNOSTICS (90%); INFECTIOUS DISEASE (90%); RESEARCH REPORTS (90%); NEW PRODUCTS (78%); OUTPUT & DEMAND (77%); ELECTRONIC COMMERCE (76%); DRUG & MEDICAL DEVICES APPROVAL (75%); REPORTS, REVIEWS & SECTIONS (75%); BIOTECHNOLOGY & GENETIC SCIENCE (73%); BUSINESS REPORTS & FORECASTS (72%); CORONAVIRUSES (70%); HEALTH DEPARTMENTS (70%); VIRUSES (67%); GENETIC ENGINEERING (65%)

Company:  NATIONAL MEDICAL PRODUCTS CO (56%)"
2022-03-14,China expected to lead COVID-19 antigen self-testing,China Daily,508,"By ZHENG CAIXIONG in Guangzhou | CHINA DAILY | Updated: 2022-03-15 10:12
Stricter control and prevention measures have been introduced to fight COVID-19 in Shenzhen, Guangdong province, as the city remains at high risk of community transmission, a senior official said on Monday.
Metro and bus services have been suspended and people working for the government and enterprises have been told to work from home to help curb the spread of the novel coronavirus in the city, Huang Qiang, deputy secretary-general of Shenzhen's city government, said at a news conference on Monday.
""Except for those who have to go out to undertake their pandemic prevention and control tasks, government employees and staff members at all levels in the city are required to work from home, or work as community volunteers to help fight against COVID-19,"" he said, adding that the measures that came into effect on Monday will last until at least Sunday.
Huang said the number of reported infections in Shenzhen fluctuated again recently, increasing the pressure to block the spread of the virus in the city, which borders Hong Kong.
""The number of confirmed cases detected in the city's key areas, key groups and communities continued to rise, with small clusters of infections reported in urban villages and factories,"" he said.
""These indicate we still need to introduce and implement concrete and effective measures to guard the city against the pandemic in the weeks to come.""
To curb the spread of the novel coronavirus in Shenzhen, the city government started three rounds of citywide nucleic acid testing on Monday.
Lin Hancheng, an inspector for Shenzhen's health commission, said the operations of major hospitals and medical institutions and medical services in the city will not be affected as no effort is spared in the fight against the pandemic.
""No medical institutions are allowed to refuse patients on any pretext,"" he said.
Xu Wei, deputy director of the city's transportation bureau, said residents can book car-hailing and taxi services online when they need to go out, or they can dial a hotline for help in case of emergency.
Mo Xiling, deputy director of Shenzhen's market regulation administration, said the city's supplies of meat, eggs, vegetables, milk and other food are adequate and prices remain stable.
In Dongguan, a major production base neighboring Shenzhen, the city government launched citywide nucleic acid testing on Monday to identify possible COVID-19 patients and asymptomatic carriers and suspended all public bus services.
Large-scale conferences, events, forums, performances, sales promotions, public dancing and gatherings have temporarily been suspended, and all commercial entertainment venues in the city have been temporarily closed.
The Guangdong Provincial Health Commission said the province reported 79 locally transmitted confirmed cases and 151 local asymptomatic carriers on Sunday. Of those, 75 confirmed cases and 11 asymptomatic carriers were in Shenzhen, while Dongguan confirmed two patients and 140 asymptomatic carriers.",COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); INFECTIOUS DISEASE (90%); PUBLIC HEALTH (90%); CITIES (89%); CITY GOVERNMENT (89%); CORONAVIRUSES (89%); DISEASE REPORTING (89%); GOVERNMENT & PUBLIC ADMINISTRATION (89%); HEALTH DEPARTMENTS (89%); REGIONAL & LOCAL GOVERNMENTS (89%); TELECOMMUTING (89%); VIRUSES (89%); HEALTH CARE RATIONING (78%); HOME BASED EMPLOYMENT (78%); PRESS CONFERENCES (78%); CIVIL SERVICES (77%); VOLUNTEERS (71%); BUSINESS INTERRUPTIONS (70%); MANUFACTURING FACILITIES (65%); SALES & SELLING (62%); CONFERENCES & CONVENTIONS (60%)
