date,title,section,body,subject,length,source,positive_word_count,negative_word_count,strong_word_count,weak_word_count
2020-04-02,Doctors are told not to give Covid-19 patients priority,NEWS; Pg. 11,"Glaxosmithkline is aiming for an antibody coronavirus treatment to be available as soon as the first half of next year after starting a trial of 1,300 patients last week.
The trial is in partnership with Vir Biotechnology, the Nasdaq-listed company in which Glaxo took a $250 million stake this year.
The study, called Comet-Ice, will investigate the safety and efficacy of the antibody therapy in preventing patients with mild or moderate Covid-19 needing hospital treatment. The first patient was given a dose last week and the trial could involve people in Britain.
It is hoped that the initial results will be available before the end of the year, with the complete findings to follow in the first quarter of 2021. It could mean early access to the antibody treatment as soon as the first half of next year.
The study comes after a similar trial by Astrazeneca, Britain's other big listed drugs company, involving up to 48 healthy participants in the UK, aged 18 to 55.
Glaxo was formed through the 2000 merger of Glaxo Wellcome and Smithkline Beecham. It employs about 95,000 people and is a constituent of the FTSE 100, with a valuation of about £74 billion. It has launched several initiatives to combat the coronavirus, which Emma Walmsley, 51, its chief executive, has described as ""our primary aim"". They include partnerships, such as one with Sanofi, of France, to develop potential vaccines.","CORONAVIRUSES (90%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); VIRUSES (90%); SAFETY (78%); VACCINES (78%); COMPANY ACTIVITIES & MANAGEMENT (77%); BIOTECHNOLOGY & GENETIC SCIENCE (72%); STOCK INDEXES (72%); DRUG DESIGN & DISCOVERY (67%); EXECUTIVES (50%)

Company:  GLAXOSMITHKLINE PLC (91%);  LABORATOIRE GLAXOSMITHKLINE SAS (91%);  ASTRAZENECA PLC (53%);  SANOFI SA (50%)

Ticker: GSK (NYSE) (91%); GSK (LSE) (91%); BIOC (EGX) (91%); AZN (STO) (53%); AZN (NYSE) (53%); AZN (LSE) (53%); SNY (NYSE) (50%); SANF (BIT) (50%); SAN (PAR) (50%); GCVRZ (NASDAQ) (50%)

Industry: NAICS325412 PHARMACEUTICAL PREPARATION MANUFACTURING (91%); SIC2834 PHARMACEUTICAL PREPARATIONS (91%); NAICS325411 MEDICINAL & BOTANICAL MANUFACTURING (50%); PHARMACEUTICALS INDUSTRY (91%); IMMUNOLOGIC FACTORS (90%); PHARMACEUTICALS & BIOTECHNOLOGY (78%); VACCINES (78%); HOSPITALS (72%); STOCK INDEXES (72%); DRUG DESIGN & DISCOVERY (67%)",233.0,The Times (London),4,0,7,0
2020-09-01,Glaxo starts key Covid-19 antibody trial,NEWS; Pg. 35,"No child who was not already profoundly ill has died of Covid-19 in Britain, a large study has indicated, with the researchers saying that the results should reassure parents as a new school term begins.
The study looked at 260 hospitals in England, Wales and Scotland. Out of the 69,500 patients admitted with proven Covid-19 in the first six months of the year, 651 - or 0.9 per cent - were under 19 years of age.
Six deaths of minors were recorded. Three were newborn babies with other severe health problems. The other three were aged 15 to 18 years old and also had ""profound health issues"".
Calum Semple, professor in child health and outbreak medicine at the University of Edinburgh, who is the senior author of the study, said: ""The deaths that we did observe were children with what we would describe as profound co-morbidities - not a touch of asthma, not cystic fibrosis.""
These children's underlying illnesses would have been considered as ""lifelimiting"", he said. ""We did not have any deaths in otherwise healthy schoolaged children.""
Professor Semple, who is a member of the government's Scientific Advisory Group for Emergencies (Sage) but was speaking in a personal capacity, said that parents should be ""confident that the children are not going to be at direct harm by going back into school"".
He added: ""This is the data which Chris Whitty [the chief medical officer for England] has been relying upon when he says that we can be quite sure that Covid in itself is not causing harm to children on a significant scale.""
Dr Olivia Swann, the study's lead author and a clinical lecturer in paediatric infectious diseases at the University of Edinburgh, said: ""Nothing is ever risk-free, but for myself as a parent, as a children's doctor, and as a researcher, I find this study and these numbers extremely reassuring. I hope that they reassure parents throughout the UK."" The study, published today in the BMJ, also shows that black children were between two and three times more likely than others to enter intensive care because of Covid-19. Children who were obese and infants under one month old were also at a heightened risk of developing serious complications. The absolute level of risk, however, was very low, the researchers stressed.
The study also identified new symptoms of a rare but severe inflammation syndrome - known as Multisystem Inflammatory Syndrome in Children (MIS-C) - that significantly increases the risk of children with Covid-19 needing intensive care. The symptoms previously associated with MIS-C included conjunctivitis, a rash or gastrointestinal problems such as abdominal pain, vomiting and diarrhoea. The study found that children with the condition also experienced headaches, tiredness, muscle aches and a sore throat.
The typical age of children hospitalised was five years old. About 35 per cent were less than 12 months old and 42 per cent of patients had at least one other condition. The most common included neurological conditions and asthma.
The study identified 52 patients who had MIS-C. These children were five times more likely to be admitted to intensive care.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); DEATH & DYING (91%); CHILDREN (90%); INFECTIOUS DISEASE (90%); MEDICINE & HEALTH (90%); DISEASES & DISORDERS (89%); LEVELS OF CARE (89%); PEDIATRICS (89%); RESEARCH REPORTS (89%); WRITERS (89%); CHILDREN'S HEALTH (78%); INFANTS & TODDLERS (78%); INFLAMMATORY DISEASES (78%); PEDIATRIC MULTISYSTEM INFLAMMATORY SYNDROME (78%); RESPIRATORY DISORDERS & INJURIES (78%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%); GASTROINTESTINAL DISORDERS (72%); ORPHAN & RARE DISEASES (72%); CYSTIC FIBROSIS (71%); EXECUTIVES (64%); EYE DISORDERS & INJURIES (62%)

Industry: PEDIATRICS (89%); WRITERS (89%); HOSPITALS (77%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%)",519.0,The Times (London),11,6,20,2
2020-08-28,All children who died of Covid-19 were already seriously ill,NEWS; Pg. 9,"No child who was not already profoundly ill has died of Covid-19 in Britain, a large study has indicated, with the researchers saying that the results should reassure parents as a new school term begins.
The study looked at 260 hospitals in England, Wales and Scotland. Out of the 69,500 patients admitted with proven Covid-19 in the first six months of the year, 651 - or 0.9 per cent - were under 19 years of age.
Six deaths of minors were recorded. Three were newborn babies with other severe health problems. The other three were aged 15 to 18 years old and also had ""profound health issues"".
Calum Semple, professor in child health and outbreak medicine at the University of Edinburgh, who is the senior author of the study, said: ""The deaths that we did observe were children with what we would describe as profound co-morbidities - not a touch of asthma, not cystic fibrosis.""
These children's underlying illnesses would have been considered as ""lifelimiting"", he said. ""We did not have any deaths in otherwise healthy schoolaged children.""
Professor Semple, who is a member of the government's Scientific Advisory Group for Emergencies (Sage) but was speaking in a personal capacity, said that parents should be ""confident that the children are not going to be at direct harm by going back into school"".
He added: ""This is the data which Chris Whitty [the chief medical officer for England] has been relying upon when he says that we can be quite sure that Covid in itself is not causing harm to children on a significant scale.""
Dr Olivia Swann, the study's lead author and a clinical lecturer in paediatric infectious diseases at the University of Edinburgh, said: ""Nothing is ever risk-free, but for myself as a parent, as a children's doctor, and as a researcher, I find this study and these numbers extremely reassuring. I hope that they reassure parents throughout the UK."" The study, published today in the BMJ, also shows that black children were between two and three times more likely than others to enter intensive care because of Covid-19. Children who were obese and infants under one month old were also at a heightened risk of developing serious complications. The absolute level of risk, however, was very low, the researchers stressed.
The study also identified new symptoms of a rare but severe inflammation syndrome - known as Multisystem Inflammatory Syndrome in Children (MIS-C) - that significantly increases the risk of children with Covid-19 needing intensive care. The symptoms previously associated with MIS-C included conjunctivitis, a rash or gastrointestinal problems such as abdominal pain, vomiting and diarrhoea. The study found that children with the condition also experienced headaches, tiredness, muscle aches and a sore throat.
The typical age of children hospitalised was five years old. About 35 per cent were less than 12 months old and 42 per cent of patients had at least one other condition. The most common included neurological conditions and asthma.
The study identified 52 patients who had MIS-C. These children were five times more likely to be admitted to intensive care.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); DEATH & DYING (91%); CHILDREN (90%); INFECTIOUS DISEASE (90%); MEDICINE & HEALTH (90%); DISEASES & DISORDERS (89%); LEVELS OF CARE (89%); PEDIATRICS (89%); RESEARCH REPORTS (89%); WRITERS (89%); CHILDREN'S HEALTH (78%); INFANTS & TODDLERS (78%); INFLAMMATORY DISEASES (78%); PEDIATRIC MULTISYSTEM INFLAMMATORY SYNDROME (78%); RESPIRATORY DISORDERS & INJURIES (78%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%); GASTROINTESTINAL DISORDERS (72%); ORPHAN & RARE DISEASES (72%); CYSTIC FIBROSIS (71%); EXECUTIVES (64%); EYE DISORDERS & INJURIES (62%)

Industry: PEDIATRICS (89%); WRITERS (89%); HOSPITALS (77%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%)",519.0,The Times (London),11,6,20,2
2020-08-28,All children who died of Covid-19 were already seriously ill,NEWS; Pg. 11,"No child who was not already profoundly ill has died of Covid-19 in Britain, a large study has indicated, with the researchers saying that the results should reassure parents as a new school term begins.
The study looked at 260 hospitals in England, Wales and Scotland. Out of the 69,500 patients admitted with proven Covid-19 in the first six months of the year, 651 - or 0.9 per cent - were under 19 years of age.
Six deaths of minors were recorded. Three were newborn babies with other severe health problems. The other three were aged 15 to 18 years old and also had ""profound health issues"".
Calum Semple, professor in child health and outbreak medicine at the University of Edinburgh, who is the senior author of the study, said: ""The deaths that we did observe were children with what we would describe as profound co-morbidities - not a touch of asthma, not cystic fibrosis.""
These children's underlying illnesses would have been considered as ""lifelimiting"", he said. ""We did not have any deaths in otherwise healthy schoolaged children.""
Professor Semple, who is a member of the government's Scientific Advisory Group for Emergencies (Sage) but was speaking in a personal capacity, said that parents should be ""confident that the children are not going to be at direct harm by going back into school"".
He added: ""This is the data which Chris Whitty [the chief medical officer for England] has been relying upon when he says that we can be quite sure that Covid in itself is not causing harm to children on a significant scale.""
Dr Olivia Swann, the study's lead author and a clinical lecturer in paediatric infectious diseases at the University of Edinburgh, said: ""Nothing is ever risk-free, but for myself as a parent, as a children's doctor, and as a researcher, I find this study and these numbers extremely reassuring. I hope that they reassure parents throughout the UK."" The study, published today in the BMJ, also shows that black children were between two and three times more likely than others to enter intensive care because of Covid-19. Children who were obese and infants under one month old were also at a heightened risk of developing serious complications. The absolute level of risk, however, was very low, the researchers stressed.
The study also identified new symptoms of a rare but severe inflammation syndrome - known as Multisystem Inflammatory Syndrome in Children (MIS-C) - that significantly increases the risk of children with Covid-19 needing intensive care. The symptoms previously associated with MIS-C included conjunctivitis, a rash or gastrointestinal problems such as abdominal pain, vomiting and diarrhoea. The study found that children with the condition also experienced headaches, tiredness, muscle aches and a sore throat.
The typical age of children hospitalised was five years old. About 35 per cent were less than 12 months old and 42 per cent of patients had at least one other condition. The most common included neurological conditions and asthma.
The study identified 52 patients who had MIS-C. These children were five times more likely to be admitted to intensive care.","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); DEATH & DYING (91%); CHILDREN (90%); INFECTIOUS DISEASE (90%); MEDICINE & HEALTH (90%); DISEASES & DISORDERS (89%); LEVELS OF CARE (89%); PEDIATRICS (89%); RESEARCH REPORTS (89%); WRITERS (89%); CHILDREN'S HEALTH (78%); INFANTS & TODDLERS (78%); INFLAMMATORY DISEASES (78%); PEDIATRIC MULTISYSTEM INFLAMMATORY SYNDROME (78%); RESPIRATORY DISORDERS & INJURIES (78%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%); GASTROINTESTINAL DISORDERS (72%); ORPHAN & RARE DISEASES (72%); CYSTIC FIBROSIS (71%); EXECUTIVES (64%); EYE DISORDERS & INJURIES (62%)

Industry: PEDIATRICS (89%); WRITERS (89%); HOSPITALS (77%); HEALTH CARE PROFESSIONALS (75%); COLLEGE & UNIVERSITY PROFESSORS (74%)",519.0,The Times (London),11,6,20,2
2020-08-28,All children who died of Covid-19 were already seriously ill,NEWS; Pg. 9,"Sewage is being tested for traces of Covid-19 in a trial aimed at helping monitor the spread of coronavirus in Scotland.
Samples from waste water at treatment works in each of the 14 NHS Scotland health board areas will be analysed by the Scottish Environment Protection Agency (Sepa).
It is building on work by Scottish Water and academic partners from the University of Edinburgh's Roslin Institute to monitor the fragments of Covid-19 ribonucleic acid (RNA) in waste water. Experts hope the data could help understand trends in the prevalence and distribution of the virus in Scotland, in combination with community testing and hospital admissions data.
Terry A'Hearn, Sepa chief executive, said: ""As one of the first European Environmental Protection Agencies to do so, we're in the early stages of this exploratory work to trace the presence of coronavirus RNA in Scotland's waste water.
""Our expertise in designing and implementing monitoring networks, coupled with our scientific capabilities, meant that we were able to get up and running quickly with the support of our partners. We believe we are one of the first agencies in Europe to begin this work. Our hope is that our analysis could provide useful data in Scotland's efforts to trace the virus.""
Sepa estimates the samples will represent waste water from 40 to 50 per cent of the Scottish population.","COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); CORONAVIRUSES (90%); ENVIRONMENTAL DEPARTMENTS (90%); INFECTIOUS DISEASE (90%); TRENDS (90%); VIRUSES (90%); CONSERVATION (78%); EXECUTIVES (54%)

Industry: SEWERAGE SYSTEMS (90%)",226.0,The Times (London),6,0,8,0
2020-06-23,Sewage tested to monitor trends in spread of Covid-19,NEWS; Pg. 9,"A company spun out of a Scottish university has secured £4 million to fund a clinical trial of a potential treatment for Covid-19.
Pneumagen is developing drugs to provide care for respiratory tract infections caused by viruses. The firm, a university of St Andrews spin-out, believes that its Neumifit product has the potential to provide a barrier against existing and emerging respiratory pathogens.
Last month it emerged that the antiviral drug had successfully treated and blocked coronavirus infections under laboratory conditions.
Pneumagen's products work by targeting glycans, a generic name for a complex made up of connected carbohydrate or sugar molecules. The surfaces of many animal viruses and human cells are coated in glycans. Neumifit works to mask glycan receptors in the airways of a patient and thus prevent the virus entering the lungs. Douglas Thomson, Pneumagen's chief executive, said yesterday that clinical trials were due to take place in the first half of next year.
The funding round is being led by Thairm Bio, an early stages life sciences investor, with support from the statebacked Scottish Investment Bank. Mark Bamforth, of Thairm, said: ""We are pleased to be able to back the development of Pneumagen's exciting portfolio in respiratory tract infections.""
Kerry Sharp, director of the Scottish Investment Bank, said: ""Scientists globally are working around the clock to halt the spread of Covid-19. It could take several months or even years for a vaccine to be approved, so the development of effective treatments is crucial. ""The positive results of Pneumagen's early studies are an encouraging step forward. With our continued support, we hope the company can develop a drug that will help to protect people from the current pandemic and any future outbreaks.""
Stirling University has appointed its first entrepreneur in residence. Scott Brady, 59, previously held the same position at Dundee University.","COVID CORONAVIRUS (92%); COVID-19 CORONAVIRUS (92%); RESPIRATORY DISORDERS & INJURIES (91%); DRUG DESIGN & DISCOVERY (90%); INFECTIOUS DISEASE (90%); SCIENCE FUNDING (90%); VIRUSES (90%); DRUG & MEDICAL DEVICES APPROVAL (78%); EPIDEMICS (78%); FINANCING ROUNDS (78%); PANDEMICS (78%); PUBLIC HEALTH (78%); VACCINES (78%); CORONAVIRUSES (77%); SCIENCE & TECHNOLOGY (75%); EMPLOYMENT HISTORY (73%); APPOINTMENTS (70%); EXECUTIVES (68%)

Industry: ANTIVIRALS (91%); DRUG DESIGN & DISCOVERY (90%); PHARMACEUTICALS PRODUCT DEVELOPMENT (90%); DRUG & MEDICAL DEVICES APPROVAL (78%); VACCINES (78%)",323.0,The Times (London),5,3,14,0
2020-05-28,Pneumagen wins funding for Covid-19 antiviral drug trial,NEWS; Pg. 31,"Conservatively managed funds that place an emphasis on the sustainability of their dividends have been among the biggest winners during the Covid-19 pandemic, a study has found.
Liontrust Income was the top performer in a half-yearly ranking of 59 equity income funds produced by Sanlam, a financial services group. The fund returned 24 per cent in the five years to June 30. Top holdings include US tech stocks such as Apple and Microsoft. The losers were funds aiming to achieve enhanced income, which were most sensitive to dividend cuts, and funds concentrating on small-cap companies, which have a strong bias towards the UK economy, with its dependence on the consumer and services sectors that have been especially badly affected by lockdown.
Behind the top fund in Sanlam's list, which has been running for three decades, was Santander Enhanced Income, followed by Miton UK Multi-Cap Income. They were judged most consistent at delivering on Sanlam's criteria of steady capital growth over five years, solid income distribution and a minimum of volatility.
Among the new arrivals to the list were BlackRock UK Income and River & Mercantile UK Equity Income, which suffered smaller falls than most of their rivals over the turmoil of the past 12 months. Fidelity's MoneyBuilder Dividend fund weathered the recent storm well to rise up the rankings.
At the other end of the spectrum Sanlam again produced its list of consistently underperforming funds that demonstrated the poorest combination of capital growth and income along with greater volatility. Aberdeen Standard UK Income Unconstrained, Janus Henderson UK Equity Income & Growth and Downing Monthly Income were among the worst performers.
They were joined by JO Hambro UK Equity Income, which is more accustomed to being in Sanlam's top ranking; its fall from grace was partly the result of its large holdings in the big bank stocks, which have been instructed not to pay dividends for 12 months. Slater Income, another former high-flyer, has fallen to earth, in part because of its bias towards small and mid-cap stocks.
Sanlam said: ""While dividend streams are now being challenged, the crisis may provide an opportunity for skilled active fund managers who are prepared to search beyond the usual sources of income.""
Mark Atherton","DIVIDENDS (91%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); EQUITIES (90%); INFECTIOUS DISEASE (90%); MUTUAL FUNDS (90%); NEGATIVE NEWS (78%); PANDEMICS (78%); RESEARCH REPORTS (78%); MANAGERS & SUPERVISORS (73%); ECONOMY & ECONOMIC INDICATORS (72%)

Company:  APPLE INC (71%)

Ticker: AAPL (NASDAQ) (71%)

Industry: NAICS423430 COMPUTER & COMPUTER PERIPHERAL EQUIPMENT & SOFTWARE MERCHANT WHOLESALERS (71%); NAICS334413 SEMICONDUCTOR & RELATED DEVICE MANUFACTURING (71%); NAICS334112 COMPUTER STORAGE DEVICE MANUFACTURING (71%); NAICS334111 ELECTRONIC COMPUTER MANUFACTURING (71%); SIC5045 COMPUTERS & COMPUTER PERIPHERAL EQUIPMENT & SOFTWARE (71%); SIC3674 SEMICONDUCTORS & RELATED DEVICES (71%); SIC3577 COMPUTER PERIPHERAL EQUIPMENT, NEC (71%); SIC3572 COMPUTER STORAGE DEVICES (71%); SIC3571 ELECTRONIC COMPUTERS (71%); EQUITIES (90%); MUTUAL FUNDS (90%); BANKING & FINANCE (78%)",382.0,The Times (London),10,6,11,2
2020-08-15,The investment winners during Covid-19,NEWS; Pg. 59,"Almost two thirds of people who have died because of Covid-19 were disabled, statistics show, prompting calls for an inquiry into the deaths.
The figures come from an analysis by the Office for National Statistics, which compared death certificates from March 2 to May 15 with data from the 2011 census.
They found that 30.3 per cent of coronavirus deaths were among people who said their daily activities were ""limited a lot"" because of a health problem or disability, and 28.9 per cent among those whose activities were ""limited a little"".
There were 22,447 deaths across the two categories, both considered disabled. There is likely to be overlap between people who report health problems limiting their daily activities and people with pre-existing conditions known to raise their risk from the coronavirus, such as diabetes.
Marie Tidball, co-ordinator of the Oxford University Disability Law and Policy Project, told The Times there should be an inquiry into the deaths. She added: ""This is a moment which requires urgent answers and for the government to take action to show it values disabled people and our place in society.
""That's why we also need a crossgovernmental working group to change what is happening now ... This must involve disabled people and disabled people's organisations to review evidence of what failures took place and to develop and implement a disability-inclusive response and recovery action plan to Covid-19, in line with United Nations guidance.""
Research by disability charity Scope found 63 per cent of disabled people were concerned they would not get the hospital treatment they needed should they become ill with coronavirus.
James Taylor, executive director of strategy, impact and social change at Scope, said: ""The vastly higher mortality rate of disabled people is a damning result of disabled people being forgotten about and not adequately protected during this crisis.""","COVID CORONAVIRUS (91%); COVID-19 CORONAVIRUS (91%); DEATH & DYING (90%); DISABLED PERSONS (90%); GOVERNMENT STATISTICS AGENCIES (90%); INFECTIOUS DISEASE (90%); INVESTIGATIONS (90%); STATISTICS (90%); CORONAVIRUSES (89%); DEATH RATES (89%); MEDICINE & HEALTH (89%); SOCIETY, SOCIAL ASSISTANCE & LIFESTYLE (89%); VIRUSES (89%); DIVERSITY & INCLUSION (73%); VOLUNTARY HEALTH ORGANIZATIONS (73%); ASSOCIATIONS & ORGANIZATIONS (71%); UNITED NATIONS INSTITUTIONS (66%); DIABETES (53%); UNITED NATIONS (50%)",318.0,The Times (London),4,3,14,2
2020-07-01,Two in three victims of Covid-19 had a disability,NEWS; Pg. 13,"Boeing is to stop making its 747 jumbo jets after the Covid-19 pandemic and the grounding of the 737 Max pushed it deep into the red.
The aircraft manufacturer yesterday revealed measures to shore up its finances, including cuts to production of its wide and narrow-bodied aircraft, a delay to deliveries of the 777X - its newest jet - by a year to 2022 and confirmation of the demise of the 747.
Boeing reported a net loss of $2.4 billion for the second quarter of this year after revenues fell by 25 per cent to $11.8 billion. It delivered only 20 aircraft during the period, down from 90 in the same quarter last year.
Dave Calhoun, chief executive, said that it could take three years for the aviation industry to recover from the pandemic.
The last 747 will roll roll out of Boeing's factory near Seattle in about two years' time. Nicknamed the Queen of the Skies, the jet celebrated its 50th anniversary last year, but it has fallen out of favour with passengers and airlines, which are turning to more modern, fuel-efficient aircraft. British Airways said this month that it was retiring its 747s, which account for about 10 per cent of its fleet.
The last order for a passenger version of the 747 came in 2017, when the US government asked Boeing to repurpose two 747-8 aircraft for the president's Air Force One transport. After customisation and the installation of classified systems, the aircraft are due to be delivered by December 2024.
Boeing dominates the market for passenger jets along with Airbus, its European rival. The company was already under pressure before the pandemic led to the grounding of aircraft around the world: two fatal crashes involving its 737 Max had led to the passenger jet being taken out of service and orders being put on hold.
The company said yesterday that it would put a brake on plans to increase production of the 737 Max again. It has delayed its timeline to achieve build rates of 31 narrow-bodied aircraft a month to early 2022 from 2021.
The production cuts reflect concern among aviation companies about the pace of the coronavirus recovery.
Global airlines warned on Tuesday that it would take a year longer than expected for air traffic to return to normal levels, with long-range travel hit harder than short-haul routes. The coronavirus outbreak has crippled passenger travel and pushed airlines to the brink of bankruptcy, resulting in many carriers deferring aircraft deliveries.
Mr Calhoun, 63, said that Boeing was working closely with airlines and suppliers to manage a Covid-19 recovery process that could take three years. ""Air travel has always proven to be resilient and so has Boeing,"" he said.
The 737 Max grounding cost Boeing $20 billion. Executives were ousted, production was halted and the supply chain hobbled. Lawsuits and criminal and congressional investigations into the issue are continuing.
? General Electric said yesterday that it planned to sell its stake in Baker Hughes, the oil services business, after falling to a $2.2 billion loss for the second quarter. The company paid $7.4 billion for a controlling stake in Baker Hughes in 2016 and will sell off its holding in the next three years to raise cash. The company's losses rose from $61 million in the same quarter last year after a sharp fall in demand for its aircraft engines.
2017 Last order for passenger version of 747","AEROSPACE SECTOR PERFORMANCE (90%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); EPIDEMICS (89%); NEGATIVE BUSINESS NEWS (89%); CORONAVIRUSES (78%); TRAFFIC FATALITIES (78%); SUPPLY CHAIN MANAGEMENT (77%); FINANCIAL RESULTS (76%); AVIATION SECTOR PERFORMANCE (75%); EXECUTIVES (74%); ACCIDENTAL FATALITIES (73%); MANUFACTURING FACILITIES (72%); COMPANY LOSSES (71%); ANNIVERSARIES (67%); VIRUSES (67%)

Company:  BOEING CO (92%);  AIRBUS SAS (90%);  BRITISH AIRWAYS PLC (55%)

Ticker: BOE (LSE) (92%); BA (NYSE) (92%)

Industry: NAICS336411 AIRCRAFT MANUFACTURING (92%); NAICS336414 GUIDED MISSILE & SPACE VEHICLE MANUFACTURING (92%); NAICS336412 AIRCRAFT ENGINE & ENGINE PARTS MANUFACTURING (92%); SIC3761 GUIDED MISSILES & SPACE VEHICLES (92%); SIC3721 AIRCRAFT (90%); NAICS481111 SCHEDULED PASSENGER AIR TRANSPORTATION (55%); SIC4512 AIR TRANSPORTATION, SCHEDULED (55%); AEROSPACE SECTOR PERFORMANCE (90%); AIRCRAFT (90%); AIRCRAFT MFG (90%); AIRLINES (90%); MANUFACTURING (90%); COMMERCIAL & GENERAL AVIATION AIRCRAFT (89%); DEFENSE & AEROSPACE (89%); PASSENGER & CARGO AIRCRAFT (89%); TRAFFIC FATALITIES (78%); AVIATION SECTOR PERFORMANCE (75%); MANUFACTURING FACILITIES (72%); MOTORCOACHES & BUSES (67%)

Person: DAVID L CALHOUN (79%)",558.0,The Times (London),2,7,13,3
2020-07-30,Covid-19 kills off Boeing 's veteran jumbo,NEWS; Pg. 40,"Boeing is to stop making its 747 jumbo jets after the Covid-19 pandemic and the grounding of the 737 Max pushed it deep into the red.
The aircraft manufacturer yesterday revealed measures to shore up its finances, including cuts to production of its wide and narrow-bodied aircraft, a delay to deliveries of the 777X - its newest jet - by a year to 2022 and confirmation of the demise of the 747.
Boeing reported a net loss of $2.4 billion for the second quarter of this year after revenues fell by 25 per cent to $11.8 billion. It delivered only 20 aircraft during the period, down from 90 in the same quarter last year.
Dave Calhoun, chief executive, said that it could take three years for the aviation industry to recover from the pandemic.
The last 747 will roll roll out of Boeing's factory near Seattle in about two years' time. Nicknamed the Queen of the Skies, the jet celebrated its 50th anniversary last year, but it has fallen out of favour with passengers and airlines, which are turning to more modern, fuel-efficient aircraft. British Airways said this month that it was retiring its 747s, which account for about 10 per cent of its fleet.
The last order for a passenger version of the 747 came in 2017, when the US government asked Boeing to repurpose two 747-8 aircraft for the president's Air Force One transport. After customisation and the installation of classified systems, the aircraft are due to be delivered by December 2024.
Boeing dominates the market for passenger jets along with Airbus, its European rival. The company was already under pressure before the pandemic led to the grounding of aircraft around the world: two fatal crashes involving its 737 Max had led to the passenger jet being taken out of service and orders being put on hold.
The company said yesterday that it would put a brake on plans to increase production of the 737 Max again. It has delayed its timeline to achieve build rates of 31 narrow-bodied aircraft a month to early 2022 from 2021.
The production cuts reflect concern among aviation companies about the pace of the coronavirus recovery.
Global airlines warned on Tuesday that it would take a year longer than expected for air traffic to return to normal levels, with long-range travel hit harder than short-haul routes. The coronavirus outbreak has crippled passenger travel and pushed airlines to the brink of bankruptcy, resulting in many carriers deferring aircraft deliveries.
Mr Calhoun, 63, said that Boeing was working closely with airlines and suppliers to manage a Covid-19 recovery process that could take three years. ""Air travel has always proven to be resilient and so has Boeing,"" he said.
The 737 Max grounding cost Boeing $20 billion. Executives were ousted, production was halted and the supply chain hobbled. Lawsuits and criminal and congressional investigations into the issue are continuing.
? General Electric said yesterday that it planned to sell its stake in Baker Hughes, the oil services business, after falling to a $2.2 billion loss for the second quarter. The company paid $7.4 billion for a controlling stake in Baker Hughes in 2016 and will sell off its holding in the next three years to raise cash. The company's losses rose from $61 million in the same quarter last year after a sharp fall in demand for its aircraft engines.
2017 Last order for passenger version of 747","AEROSPACE SECTOR PERFORMANCE (90%); COVID CORONAVIRUS (90%); COVID-19 CORONAVIRUS (90%); INFECTIOUS DISEASE (90%); PANDEMICS (90%); EPIDEMICS (89%); NEGATIVE BUSINESS NEWS (89%); CORONAVIRUSES (78%); TRAFFIC FATALITIES (78%); SUPPLY CHAIN MANAGEMENT (77%); FINANCIAL RESULTS (76%); AVIATION SECTOR PERFORMANCE (75%); EXECUTIVES (74%); ACCIDENTAL FATALITIES (73%); MANUFACTURING FACILITIES (72%); COMPANY LOSSES (71%); ANNIVERSARIES (67%); VIRUSES (67%)

Company:  BOEING CO (92%);  AIRBUS SAS (90%);  BRITISH AIRWAYS PLC (55%)

Ticker: BOE (LSE) (92%); BA (NYSE) (92%)

Industry: NAICS336411 AIRCRAFT MANUFACTURING (92%); NAICS336414 GUIDED MISSILE & SPACE VEHICLE MANUFACTURING (92%); NAICS336412 AIRCRAFT ENGINE & ENGINE PARTS MANUFACTURING (92%); SIC3761 GUIDED MISSILES & SPACE VEHICLES (92%); SIC3721 AIRCRAFT (90%); NAICS481111 SCHEDULED PASSENGER AIR TRANSPORTATION (55%); SIC4512 AIR TRANSPORTATION, SCHEDULED (55%); AEROSPACE SECTOR PERFORMANCE (90%); AIRCRAFT (90%); AIRCRAFT MFG (90%); AIRLINES (90%); MANUFACTURING (90%); COMMERCIAL & GENERAL AVIATION AIRCRAFT (89%); DEFENSE & AEROSPACE (89%); PASSENGER & CARGO AIRCRAFT (89%); TRAFFIC FATALITIES (78%); AVIATION SECTOR PERFORMANCE (75%); MANUFACTURING FACILITIES (72%); MOTORCOACHES & BUSES (67%)

Person: DAVID L CALHOUN (79%)",558.0,The Times (London),2,7,13,3
